matricula_bici,pais,ciudad,numero_localizacion_origen,numero_localizacion_destino,inicio_utc,fin_utc,duracion_min,coste_eur,tipo_bici,bateria_inicio_pct,bateria_fin_pct,distancia_km,incidencia,tarifa
EB-MUC-001245,DE,Munich,572,264,2025-03-08 00:43:45+00:00,2025-03-08 01:02:45+00:00,19,2.12,electric,69.0,57.0,4.41,none,standard
EB-PRG-004957,CZ,Prague,329,249,2024-05-29 14:15:40+00:00,2024-05-29 16:04:40+00:00,109,8.52,electric,73.0,0.0,29.15,battery_swap,plus
EB-MAD-000716,ES,Madrid,578,77,2025-12-16 09:47:39+00:00,2025-12-16 10:35:39+00:00,48,4.44,electric,82.0,53.0,11.4,electrical,standard
EB-BCN-000223,ES,Barcelona,458,77,2025-03-03 06:32:10+00:00,2025-03-03 06:37:10+00:00,5,1.0,electric,94.0,91.0,1.17,none,standard
EB-ROM-001036,IT,Rome,84,307,2025-08-25 22:21:30+00:00,2025-08-25 23:28:30+00:00,67,3.45,mechanical,,,16.79,brake,plus
EB-AMS-000847,NL,Amsterdam,51,503,2025-11-12 03:56:56+00:00,2025-11-12 04:21:56+00:00,25,2.73,electric,30.0,9.0,6.33,none,standard
EB-BRU-000561,BE,Brussels,485,26,2025-10-24 08:25:56+00:00,2025-10-24 08:32:56+00:00,7,0.3,electric,68.0,64.0,1.6,none,payg
EB-DUB-002615,IE,Dublin,689,748,2024-10-02 11:22:19+00:00,2024-10-02 11:29:19+00:00,7,0.3,electric,35.0,31.0,1.43,none,payg
EB-VIE-003818,AT,Vienna,639,267,2024-11-04 20:51:12+00:00,2024-11-04 21:17:12+00:00,26,1.18,electric,54.0,38.0,7.18,none,payg
EB-DUB-004217,IE,Dublin,249,798,2025-12-09 07:05:55+00:00,2025-12-09 07:31:55+00:00,26,1.18,electric,67.0,40.0,7.08,vandalism,payg
EB-DUB-003234,IE,Dublin,501,736,2024-02-27 07:11:44+00:00,2024-02-27 07:21:44+00:00,10,0.3,electric,23.0,15.0,2.37,none,payg
EB-OSL-003380,NO,Oslo,423,167,2024-09-09 21:42:28+00:00,2024-09-09 22:02:28+00:00,20,2.64,electric,43.0,30.0,3.83,none,standard
EB-PAR-003084,FR,Paris,595,470,2025-04-05 05:37:15+00:00,2025-04-05 05:59:15+00:00,22,0.72,mechanical,,,3.85,none,payg
EB-BER-000577,DE,Berlin,504,139,2025-07-05 03:18:02+00:00,2025-07-05 03:24:02+00:00,6,1.08,electric,38.0,34.0,1.22,none,standard
EB-LIS-004520,PT,Lisbon,544,389,2025-02-11 11:27:16+00:00,2025-02-11 11:56:16+00:00,29,2.92,electric,36.0,14.0,8.13,none,standard
EB-LIS-003529,PT,Lisbon,573,629,2025-10-17 19:23:40+00:00,2025-10-17 19:33:40+00:00,10,1.4,electric,66.0,56.0,3.22,brake,standard
EB-MUC-004551,DE,Munich,375,67,2024-01-06 23:49:03+00:00,2024-01-07 00:00:03+00:00,11,0.68,electric,57.0,48.0,2.71,none,plus
EB-PRG-002651,CZ,Prague,752,89,2024-01-31 05:16:22+00:00,2024-01-31 05:22:22+00:00,6,0.6,mechanical,,,1.36,none,plus
EB-VIE-002583,AT,Vienna,789,198,2025-07-11 14:01:58+00:00,2025-07-11 14:30:58+00:00,29,2.92,electric,100.0,76.0,7.39,none,standard
EB-AMS-000294,NL,Amsterdam,320,44,2024-08-03 15:52:39+00:00,2024-08-03 15:56:39+00:00,4,1.05,electric,26.0,23.0,0.79,none,standard
EB-HEL-004261,FI,Helsinki,508,537,2024-03-19 18:12:37+00:00,2024-03-19 18:23:37+00:00,11,1.48,electric,62.0,51.0,3.51,none,standard
EB-BER-001223,DE,Berlin,797,215,2024-06-01 16:22:49+00:00,2024-06-01 16:57:49+00:00,35,2.5,mechanical,,,8.96,none,standard
EB-ZRH-003942,CH,Zurich,776,357,2025-06-01 21:44:50+00:00,2025-06-01 22:10:50+00:00,26,3.35,electric,82.0,54.0,7.54,none,standard
EB-WAW-002147,PL,Warsaw,20,62,2024-11-26 16:47:52+00:00,2024-11-26 17:13:52+00:00,26,2.68,electric,70.0,52.0,5.01,accident_minor,standard
EB-BER-004430,DE,Berlin,496,326,2025-09-07 08:33:18+00:00,2025-09-07 08:41:18+00:00,8,1.24,electric,73.0,65.0,2.23,none,standard
EB-BRU-004872,BE,Brussels,730,441,2025-06-21 05:37:40+00:00,2025-06-21 05:44:40+00:00,7,0.6,electric,38.0,33.0,1.66,none,plus
EB-BER-003904,DE,Berlin,32,90,2025-04-12 07:22:16+00:00,2025-04-12 07:35:16+00:00,13,0.3,electric,24.0,14.0,2.85,none,payg
EB-CPH-004372,DK,Copenhagen,458,517,2025-08-28 08:37:40+00:00,2025-08-28 09:05:40+00:00,28,2.47,mechanical,,,5.79,none,standard
EB-STO-001314,SE,Stockholm,26,460,2024-03-04 13:13:22+00:00,2024-03-04 14:11:22+00:00,58,5.24,electric,46.0,0.0,15.9,none,standard
EB-BUD-001599,HU,Budapest,652,313,2025-03-25 20:47:08+00:00,2025-03-25 21:05:08+00:00,18,1.65,mechanical,,,2.99,none,standard
EB-MAD-002408,ES,Madrid,358,299,2024-09-01 11:16:22+00:00,2024-09-01 11:24:22+00:00,8,0.3,electric,83.0,76.0,2.14,none,payg
EB-ROM-002101,IT,Rome,407,238,2025-10-25 12:43:04+00:00,2025-10-25 13:00:04+00:00,17,1.96,electric,68.0,56.0,3.58,none,standard
EB-CPH-004912,DK,Copenhagen,563,565,2024-08-23 09:38:40+00:00,2024-08-23 09:51:40+00:00,13,1.61,mechanical,,,2.83,none,standard
EB-HEL-003323,FI,Helsinki,431,271,2025-11-12 17:23:14+00:00,2025-11-12 17:43:14+00:00,20,2.2,electric,79.0,64.0,4.3,none,standard
EB-BCN-002388,ES,Barcelona,141,577,2025-04-10 21:56:54+00:00,2025-04-10 22:09:54+00:00,13,1.64,electric,92.0,82.0,3.01,none,standard
EB-AMS-001773,NL,Amsterdam,236,760,2025-02-12 23:25:19+00:00,2025-02-12 23:38:19+00:00,13,1.47,mechanical,,,1.61,none,standard
EB-MUC-004172,DE,Munich,471,421,2025-07-27 02:14:00+00:00,2025-07-27 02:21:00+00:00,7,1.1,mechanical,,,1.62,none,standard
EB-ROM-002001,IT,Rome,218,2,2024-04-17 13:52:35+00:00,2024-04-17 14:30:35+00:00,38,2.65,mechanical,,,4.19,none,standard
EB-DUB-001903,IE,Dublin,209,655,2024-08-17 07:42:44+00:00,2024-08-17 08:12:44+00:00,30,1.6,mechanical,,,5.12,none,plus
EB-DUB-002494,IE,Dublin,7,700,2024-04-20 20:18:47+00:00,2024-04-20 20:21:47+00:00,3,1.0,electric,100.0,98.0,0.6,none,standard
EB-BRU-002279,BE,Brussels,723,126,2024-09-17 23:36:19+00:00,2024-09-17 23:54:19+00:00,18,0.54,electric,85.0,72.0,4.48,none,payg
EB-MAD-004111,ES,Madrid,558,616,2025-01-06 05:13:21+00:00,2025-01-06 05:25:21+00:00,12,1.35,mechanical,,,1.51,none,standard
EB-PAR-002350,FR,Paris,163,438,2024-06-20 11:42:14+00:00,2024-06-20 12:10:14+00:00,28,1.04,mechanical,,,4.25,none,payg
EB-DUB-000360,IE,Dublin,758,613,2025-02-25 09:32:49+00:00,2025-02-25 09:38:49+00:00,6,1.08,electric,93.0,87.0,1.91,none,standard
EB-AMS-003511,NL,Amsterdam,77,194,2025-08-15 03:54:07+00:00,2025-08-15 04:27:07+00:00,33,3.4,electric,65.0,48.0,5.69,none,standard
EB-WAW-000050,PL,Warsaw,316,173,2024-09-16 12:16:45+00:00,2024-09-16 12:26:45+00:00,10,0.6,electric,91.0,82.0,3.04,none,plus
EB-VIE-000999,AT,Vienna,385,698,2025-11-14 08:55:33+00:00,2025-11-14 08:59:33+00:00,4,0.3,electric,33.0,29.0,1.06,none,payg
EB-BCN-001059,ES,Barcelona,391,785,2024-05-29 06:31:34+00:00,2024-05-29 06:40:34+00:00,9,1.32,electric,28.0,24.0,1.92,none,standard
EB-PAR-002608,FR,Paris,228,555,2024-03-13 00:30:47+00:00,2024-03-13 00:34:47+00:00,4,0.33,mechanical,,,1.06,none,payg
EB-PAR-003811,FR,Paris,613,779,2024-07-15 15:51:48+00:00,2024-07-15 16:06:48+00:00,15,1.1,electric,84.0,73.0,4.49,none,plus
EB-HEL-003673,FI,Helsinki,636,722,2025-06-19 08:31:28+00:00,2025-06-19 08:55:28+00:00,24,2.52,electric,68.0,45.0,7.54,none,standard
EB-MUC-000139,DE,Munich,237,499,2024-10-13 16:26:55+00:00,2024-10-13 16:54:55+00:00,28,2.84,electric,97.0,71.0,7.31,none,standard
EB-BER-002681,DE,Berlin,747,82,2024-11-29 00:09:38+00:00,2024-11-29 00:31:38+00:00,22,2.36,electric,85.0,69.0,4.71,none,standard
EB-CPH-004969,DK,Copenhagen,698,736,2024-04-09 21:31:05+00:00,2024-04-09 21:43:05+00:00,12,0.34,electric,38.0,28.0,3.1,none,payg
EB-VIE-000688,AT,Vienna,77,703,2024-06-25 14:51:42+00:00,2024-06-25 15:28:42+00:00,37,2.76,electric,96.0,71.0,9.69,none,plus
EB-ZRH-003154,CH,Zurich,151,89,2025-02-10 07:13:28+00:00,2025-02-10 07:53:28+00:00,40,4.75,electric,26.0,1.0,10.92,none,standard
EB-LIS-001192,PT,Lisbon,520,457,2025-05-01 02:09:18+00:00,2025-05-01 02:12:18+00:00,3,1.0,electric,76.0,74.0,0.61,brake,standard
EB-DUB-003068,IE,Dublin,615,304,2025-11-02 10:07:17+00:00,2025-11-02 10:19:17+00:00,12,1.56,electric,89.0,84.0,2.55,none,standard
EB-ATH-000104,GR,Athens,131,129,2025-08-16 18:07:38+00:00,2025-08-16 18:20:38+00:00,13,0.84,electric,73.0,64.0,3.06,none,plus
EB-BRU-000893,BE,Brussels,87,556,2025-09-19 03:24:20+00:00,2025-09-19 04:47:20+00:00,83,3.7,mechanical,,,15.51,none,payg
EB-LIS-000976,PT,Lisbon,254,28,2025-09-11 04:41:20+00:00,2025-09-11 04:59:20+00:00,18,1.65,mechanical,,,4.5,none,standard
EB-AMS-001961,NL,Amsterdam,350,307,2025-10-22 09:37:51+00:00,2025-10-22 10:07:51+00:00,30,1.68,mechanical,,,6.71,none,plus
EB-BER-001606,DE,Berlin,288,179,2025-01-12 16:01:03+00:00,2025-01-12 16:27:03+00:00,26,1.18,electric,88.0,69.0,6.69,brake,payg
EB-BCN-001883,ES,Barcelona,501,690,2025-01-09 22:40:19+00:00,2025-01-09 22:44:19+00:00,4,1.0,electric,21.0,17.0,1.08,none,standard
EB-BRU-000770,BE,Brussels,18,496,2024-03-28 08:32:52+00:00,2024-03-28 08:38:52+00:00,6,1.08,electric,51.0,48.0,1.11,none,standard
EB-HEL-003828,FI,Helsinki,340,648,2025-05-26 03:40:33+00:00,2025-05-26 03:50:33+00:00,10,0.3,mechanical,,,1.46,none,payg
EB-MAD-004956,ES,Madrid,72,103,2025-01-14 12:46:20+00:00,2025-01-14 14:44:20+00:00,118,10.04,electric,52.0,0.0,29.01,none,standard
EB-BER-003716,DE,Berlin,205,574,2025-03-14 19:22:12+00:00,2025-03-14 19:24:12+00:00,2,0.6,mechanical,,,0.42,none,plus
EB-MUC-000172,DE,Munich,343,764,2024-03-15 16:40:50+00:00,2024-03-15 16:47:50+00:00,7,1.16,electric,38.0,31.0,2.11,none,standard
EB-MAD-000744,ES,Madrid,500,57,2024-12-23 12:17:34+00:00,2024-12-23 12:45:34+00:00,28,1.34,electric,35.0,0.0,9.3,none,payg
EB-BUD-000187,HU,Budapest,344,186,2025-12-10 03:19:21+00:00,2025-12-10 03:26:21+00:00,7,0.3,electric,88.0,80.0,2.34,none,payg
EB-BRU-000468,BE,Brussels,580,275,2024-05-15 11:31:25+00:00,2024-05-15 11:58:25+00:00,27,1.45,mechanical,,,5.02,none,plus
EB-CPH-004804,DK,Copenhagen,253,493,2025-07-11 23:21:14+00:00,2025-07-11 23:39:14+00:00,18,0.62,electric,89.0,80.0,3.56,none,payg
EB-MUC-002993,DE,Munich,750,250,2024-02-09 04:58:36+00:00,2024-02-09 05:00:36+00:00,2,0.3,electric,50.0,49.0,0.49,none,payg
EB-PAR-001614,FR,Paris,21,39,2025-05-15 10:21:02+00:00,2025-05-15 10:29:02+00:00,8,0.66,mechanical,,,1.44,none,plus
EB-DUB-003156,IE,Dublin,795,504,2025-06-04 19:55:42+00:00,2025-06-04 20:03:42+00:00,8,0.6,electric,65.0,58.0,2.14,none,plus
EB-WAW-000760,PL,Warsaw,47,51,2025-05-09 21:38:59+00:00,2025-05-09 21:44:59+00:00,6,1.08,electric,90.0,86.0,1.73,none,standard
EB-HEL-002575,FI,Helsinki,567,149,2024-07-08 23:42:03+00:00,2024-07-08 23:50:03+00:00,8,0.3,electric,76.0,68.0,2.21,none,payg
EB-LIS-004088,PT,Lisbon,358,132,2024-06-01 18:34:39+00:00,2024-06-01 18:42:39+00:00,8,0.3,electric,63.0,57.0,2.04,none,payg
EB-MUC-003541,DE,Munich,145,190,2025-08-12 10:35:54+00:00,2025-08-12 10:39:54+00:00,4,0.3,electric,82.0,80.0,1.0,none,payg
EB-ZRH-001657,CH,Zurich,256,781,2024-11-07 11:31:58+00:00,2024-11-07 11:54:58+00:00,23,2.38,mechanical,,,3.57,none,standard
EB-PRG-002604,CZ,Prague,393,326,2025-05-18 20:14:00+00:00,2025-05-18 20:44:00+00:00,30,3.0,electric,90.0,70.0,6.56,none,standard
EB-STO-003290,SE,Stockholm,327,309,2024-05-09 17:22:51+00:00,2024-05-09 17:53:51+00:00,31,1.1,mechanical,,,5.57,none,payg
EB-CPH-003760,DK,Copenhagen,26,721,2025-03-11 18:03:12+00:00,2025-03-11 18:10:12+00:00,7,0.34,electric,79.0,73.0,2.19,none,payg
EB-BER-004453,DE,Berlin,428,390,2024-10-20 00:56:21+00:00,2024-10-20 00:58:21+00:00,2,0.6,electric,94.0,92.0,0.42,none,plus
EB-MUC-000002,DE,Munich,459,448,2024-02-21 05:32:37+00:00,2024-02-21 05:38:37+00:00,6,1.05,mechanical,,,1.08,none,standard
EB-PRG-004635,CZ,Prague,137,236,2024-03-24 05:54:34+00:00,2024-03-24 06:24:34+00:00,30,3.0,electric,22.0,9.0,5.58,none,standard
EB-MUC-004122,DE,Munich,30,413,2025-07-07 22:34:09+00:00,2025-07-07 22:39:09+00:00,5,0.3,mechanical,,,0.74,none,payg
EB-ZRH-002270,CH,Zurich,212,372,2025-12-17 05:41:04+00:00,2025-12-17 06:27:04+00:00,46,3.0,mechanical,,,8.9,none,plus
EB-BRU-001812,BE,Brussels,238,455,2025-02-18 10:12:16+00:00,2025-02-18 10:40:16+00:00,28,2.84,electric,95.0,79.0,7.0,none,standard
EB-ZRH-002768,CH,Zurich,511,720,2025-03-01 00:36:25+00:00,2025-03-01 00:47:25+00:00,11,1.85,electric,45.0,38.0,1.89,none,standard
EB-BRU-003601,BE,Brussels,402,512,2024-05-27 04:07:40+00:00,2024-05-27 04:17:40+00:00,10,0.6,electric,68.0,61.0,2.56,none,plus
EB-PRG-001261,CZ,Prague,425,524,2025-11-03 05:52:28+00:00,2025-11-03 06:04:28+00:00,12,0.3,mechanical,,,2.53,brake,payg
EB-HEL-001243,FI,Helsinki,137,424,2025-04-17 04:43:26+00:00,2025-04-17 05:09:26+00:00,26,2.68,electric,95.0,69.0,6.63,none,standard
EB-PRG-003795,CZ,Prague,456,657,2024-02-02 02:37:56+00:00,2024-02-02 02:48:56+00:00,11,1.48,electric,24.0,16.0,2.67,none,standard
EB-ATH-000647,GR,Athens,447,15,2025-08-10 10:11:22+00:00,2025-08-10 10:35:22+00:00,24,1.02,electric,92.0,73.0,6.63,none,payg
EB-VIE-004307,AT,Vienna,770,689,2025-08-03 19:47:00+00:00,2025-08-03 19:49:00+00:00,2,1.0,electric,89.0,87.0,0.68,none,standard
EB-ATH-003476,GR,Athens,448,775,2025-04-27 10:54:18+00:00,2025-04-27 10:59:18+00:00,5,0.6,electric,44.0,41.0,1.12,none,plus
EB-HEL-003038,FI,Helsinki,635,395,2025-08-29 01:08:09+00:00,2025-08-29 01:17:09+00:00,9,0.3,electric,79.0,76.0,1.36,none,payg
EB-ROM-002560,IT,Rome,595,686,2024-09-09 06:35:18+00:00,2024-09-09 06:56:18+00:00,21,1.8,mechanical,,,4.33,none,standard
EB-ATH-002499,GR,Athens,263,44,2025-02-28 00:12:40+00:00,2025-02-28 00:18:40+00:00,6,1.08,electric,21.0,16.0,1.49,none,standard
EB-AMS-004051,NL,Amsterdam,742,256,2025-03-23 11:49:55+00:00,2025-03-23 12:06:55+00:00,17,2.06,electric,21.0,12.0,4.13,none,standard
EB-LIS-001060,PT,Lisbon,611,574,2024-10-28 22:37:39+00:00,2024-10-28 23:00:39+00:00,23,2.44,electric,56.0,46.0,4.6,none,standard
EB-AMS-000446,NL,Amsterdam,539,752,2024-04-23 01:14:02+00:00,2024-04-23 01:27:02+00:00,13,0.32,mechanical,,,3.76,none,payg
EB-ATH-004097,GR,Athens,460,530,2025-02-03 21:38:50+00:00,2025-02-03 21:40:50+00:00,2,0.3,electric,46.0,45.0,0.49,none,payg
EB-BUD-000067,HU,Budapest,403,632,2025-08-04 13:17:26+00:00,2025-08-04 13:36:26+00:00,19,1.32,electric,20.0,6.0,4.6,none,plus
EB-CPH-001985,DK,Copenhagen,589,553,2025-05-19 13:14:21+00:00,2025-05-19 13:27:21+00:00,13,0.97,electric,62.0,54.0,2.78,brake,plus
EB-PAR-004738,FR,Paris,237,617,2024-07-24 20:32:24+00:00,2024-07-24 20:54:24+00:00,22,0.95,electric,59.0,38.0,6.5,none,payg
EB-BCN-000167,ES,Barcelona,645,224,2024-02-11 23:35:02+00:00,2024-02-11 23:37:02+00:00,2,1.0,electric,40.0,39.0,0.46,none,standard
EB-ROM-002327,IT,Rome,652,276,2024-09-01 23:08:07+00:00,2024-09-01 23:30:07+00:00,22,2.36,electric,39.0,25.0,6.53,none,standard
EB-BRU-000998,BE,Brussels,605,717,2025-09-16 11:40:25+00:00,2025-09-16 11:54:25+00:00,14,0.3,electric,59.0,49.0,3.08,none,payg
EB-BRU-000883,BE,Brussels,503,279,2025-12-22 16:34:55+00:00,2025-12-22 18:02:55+00:00,88,7.64,electric,35.0,0.0,22.7,none,standard
EB-ZRH-003544,CH,Zurich,75,105,2024-03-02 07:00:46+00:00,2024-03-02 07:11:46+00:00,11,0.38,mechanical,,,1.76,none,payg
EB-MAD-001974,ES,Madrid,310,301,2025-04-26 18:49:42+00:00,2025-04-26 19:49:42+00:00,60,4.6,electric,25.0,0.0,19.59,none,plus
EB-BRU-000705,BE,Brussels,445,291,2025-12-24 23:42:16+00:00,2025-12-25 00:04:16+00:00,22,0.65,mechanical,,,3.67,none,payg
EB-ATH-000455,GR,Athens,296,608,2024-12-28 11:51:49+00:00,2024-12-28 12:00:49+00:00,9,0.6,electric,60.0,53.0,1.82,none,plus
EB-PAR-000028,FR,Paris,634,413,2025-08-22 00:58:50+00:00,2025-08-22 01:12:50+00:00,14,1.59,mechanical,,,4.21,none,standard
EB-PAR-000277,FR,Paris,691,770,2024-08-07 14:07:20+00:00,2024-08-07 14:20:20+00:00,13,1.8,electric,20.0,10.0,4.29,none,standard
EB-BCN-004549,ES,Barcelona,366,616,2024-03-28 09:11:46+00:00,2024-03-28 09:15:46+00:00,4,0.6,electric,31.0,29.0,0.75,none,plus
EB-PRG-004333,CZ,Prague,531,682,2025-07-15 21:02:59+00:00,2025-07-15 21:06:59+00:00,4,0.3,mechanical,,,0.71,none,payg
EB-OSL-002304,NO,Oslo,330,289,2025-12-07 01:24:40+00:00,2025-12-07 01:32:40+00:00,8,1.49,electric,90.0,86.0,1.6,none,standard
EB-HEL-000787,FI,Helsinki,491,763,2024-09-03 03:45:37+00:00,2024-09-03 04:22:37+00:00,37,3.56,electric,57.0,36.0,10.13,none,standard
EB-STO-001471,SE,Stockholm,145,548,2025-06-10 04:20:43+00:00,2025-06-10 04:38:43+00:00,18,1.65,mechanical,,,4.19,none,standard
EB-HEL-000147,FI,Helsinki,645,59,2024-08-20 21:02:07+00:00,2024-08-20 21:58:07+00:00,56,3.55,mechanical,,,8.0,none,standard
EB-ZRH-000064,CH,Zurich,607,659,2024-03-23 01:29:37+00:00,2024-03-23 01:49:37+00:00,20,0.88,electric,66.0,55.0,5.54,none,payg
EB-AMS-000728,NL,Amsterdam,401,723,2024-10-17 17:51:21+00:00,2024-10-17 18:23:21+00:00,32,1.74,electric,55.0,29.0,9.61,none,payg
EB-HEL-003035,FI,Helsinki,526,743,2024-05-09 03:32:23+00:00,2024-05-09 03:41:23+00:00,9,1.32,electric,36.0,26.0,3.1,none,standard
EB-MAD-001280,ES,Madrid,459,700,2024-02-19 00:47:38+00:00,2024-02-19 01:02:38+00:00,15,0.3,mechanical,,,2.44,none,payg
EB-BCN-004403,ES,Barcelona,441,251,2024-02-15 16:39:53+00:00,2024-02-15 16:43:53+00:00,4,0.6,electric,51.0,49.0,0.83,none,plus
EB-ZRH-000704,CH,Zurich,61,771,2025-01-28 13:22:45+00:00,2025-01-28 13:29:45+00:00,7,1.38,mechanical,,,1.71,none,standard
EB-BCN-002940,ES,Barcelona,14,619,2025-06-28 02:42:28+00:00,2025-06-28 03:34:28+00:00,52,4.76,electric,31.0,0.0,9.48,none,standard
EB-DUB-002758,IE,Dublin,87,399,2025-06-23 19:32:01+00:00,2025-06-23 19:40:01+00:00,8,0.3,electric,78.0,73.0,1.82,none,payg
EB-MAD-000182,ES,Madrid,687,459,2024-09-30 14:54:08+00:00,2024-09-30 14:57:08+00:00,3,1.0,electric,89.0,86.0,1.01,none,standard
EB-CPH-001127,DK,Copenhagen,568,719,2024-01-03 12:57:01+00:00,2024-01-03 13:28:01+00:00,31,1.82,electric,37.0,23.0,5.29,none,payg
EB-AMS-003232,NL,Amsterdam,178,389,2024-12-04 09:05:54+00:00,2024-12-04 09:11:54+00:00,6,1.13,electric,89.0,85.0,1.62,lost_item,standard
EB-ZRH-004327,CH,Zurich,368,293,2024-08-27 06:35:22+00:00,2024-08-27 07:14:22+00:00,39,2.77,electric,22.0,0.0,9.08,none,payg
EB-BRU-002622,BE,Brussels,769,231,2025-09-12 08:41:09+00:00,2025-09-12 08:46:09+00:00,5,1.0,electric,25.0,20.0,1.85,none,standard
EB-BER-003524,DE,Berlin,634,588,2025-05-18 16:55:24+00:00,2025-05-18 17:17:24+00:00,22,2.36,electric,100.0,84.0,6.54,none,standard
EB-PRG-003061,CZ,Prague,560,661,2024-07-24 22:22:50+00:00,2024-07-24 22:38:50+00:00,16,1.88,electric,39.0,31.0,3.79,none,standard
EB-MAD-002219,ES,Madrid,744,488,2025-05-06 18:10:51+00:00,2025-05-06 18:37:51+00:00,27,1.26,electric,22.0,5.0,7.16,none,payg
EB-LIS-004610,PT,Lisbon,312,289,2025-03-03 17:41:31+00:00,2025-03-03 17:52:31+00:00,11,0.3,mechanical,,,2.24,none,payg
EB-ATH-002791,GR,Athens,272,179,2024-12-05 04:39:58+00:00,2024-12-05 05:06:58+00:00,27,1.26,electric,30.0,4.0,6.5,none,payg
EB-BUD-004514,HU,Budapest,790,349,2025-02-14 20:28:27+00:00,2025-02-14 20:47:27+00:00,19,2.12,electric,67.0,56.0,5.05,none,standard
EB-WAW-003349,PL,Warsaw,503,401,2024-12-24 03:23:16+00:00,2024-12-24 03:33:16+00:00,10,0.3,mechanical,,,1.51,none,payg
EB-ZRH-002975,CH,Zurich,30,320,2024-08-28 00:23:01+00:00,2024-08-28 00:35:01+00:00,12,0.38,electric,32.0,18.0,4.18,none,payg
EB-ROM-000449,IT,Rome,233,717,2024-06-26 22:01:18+00:00,2024-06-26 22:06:18+00:00,5,0.3,mechanical,,,0.78,none,payg
EB-ATH-002736,GR,Athens,190,481,2024-08-08 11:26:50+00:00,2024-08-08 11:38:50+00:00,12,1.56,electric,39.0,30.0,3.3,none,standard
EB-AMS-002330,NL,Amsterdam,434,347,2025-11-21 10:27:11+00:00,2025-11-21 10:37:11+00:00,10,1.47,electric,78.0,68.0,2.58,none,standard
EB-ZRH-002669,CH,Zurich,170,268,2024-05-13 20:08:38+00:00,2024-05-13 20:13:38+00:00,5,0.75,electric,94.0,89.0,1.62,none,plus
EB-CPH-001934,DK,Copenhagen,518,12,2024-08-24 15:03:34+00:00,2024-08-24 15:16:34+00:00,13,1.89,electric,60.0,53.0,2.26,none,standard
EB-PAR-003055,FR,Paris,293,763,2024-03-22 00:26:10+00:00,2024-03-22 00:28:10+00:00,2,0.33,electric,26.0,25.0,0.47,none,payg
EB-BER-001828,DE,Berlin,473,485,2025-07-12 09:39:38+00:00,2025-07-12 10:21:38+00:00,42,3.96,electric,54.0,22.0,12.02,none,standard
EB-BCN-003670,ES,Barcelona,591,747,2025-10-08 15:28:25+00:00,2025-10-08 15:57:25+00:00,29,2.2,mechanical,,,6.4,none,standard
EB-BER-003031,DE,Berlin,352,322,2025-06-18 01:41:11+00:00,2025-06-18 01:48:11+00:00,7,1.16,electric,52.0,50.0,0.95,none,standard
EB-VIE-003906,AT,Vienna,234,219,2025-09-10 19:24:23+00:00,2025-09-10 19:34:23+00:00,10,0.6,electric,65.0,59.0,2.31,none,plus
EB-ROM-004135,IT,Rome,701,609,2025-03-02 18:39:58+00:00,2025-03-02 18:52:58+00:00,13,1.64,electric,53.0,45.0,2.88,none,standard
EB-WAW-000243,PL,Warsaw,504,702,2024-11-15 06:09:46+00:00,2024-11-15 08:08:46+00:00,119,6.7,mechanical,,,28.81,none,standard
EB-STO-002589,SE,Stockholm,615,244,2024-09-01 19:35:46+00:00,2024-09-01 20:50:46+00:00,75,6.6,electric,34.0,0.0,13.98,vandalism,standard
EB-ATH-004948,GR,Athens,212,494,2024-08-27 08:45:44+00:00,2024-08-27 08:55:44+00:00,10,1.4,electric,46.0,37.0,3.55,none,standard
EB-DUB-000390,IE,Dublin,562,642,2024-06-10 17:07:12+00:00,2024-06-10 17:18:12+00:00,11,1.3,mechanical,,,1.89,none,standard
EB-LIS-002306,PT,Lisbon,276,554,2024-07-02 22:06:50+00:00,2024-07-02 22:45:50+00:00,39,1.5,mechanical,,,4.5,none,payg
EB-BCN-002755,ES,Barcelona,428,155,2024-01-17 09:17:21+00:00,2024-01-17 09:45:21+00:00,28,2.04,electric,92.0,81.0,3.03,none,plus
EB-MAD-004870,ES,Madrid,102,512,2024-10-08 06:35:29+00:00,2024-10-08 06:53:29+00:00,18,1.65,mechanical,,,5.47,none,standard
EB-CPH-003808,DK,Copenhagen,105,712,2024-11-13 15:00:47+00:00,2024-11-13 15:46:47+00:00,46,3.2,electric,63.0,41.0,10.8,none,payg
EB-BER-001680,DE,Berlin,579,286,2024-04-08 10:40:52+00:00,2024-04-08 10:42:52+00:00,2,0.6,mechanical,,,0.48,none,plus
EB-HEL-002366,FI,Helsinki,653,580,2025-01-24 15:48:37+00:00,2025-01-24 15:56:37+00:00,8,0.6,electric,44.0,38.0,2.51,none,plus
EB-BER-002084,DE,Berlin,675,208,2024-11-30 16:09:22+00:00,2024-11-30 16:34:22+00:00,25,0.8,mechanical,,,4.35,none,payg
EB-PAR-002678,FR,Paris,204,515,2025-09-03 03:10:11+00:00,2025-09-03 03:35:11+00:00,25,0.88,mechanical,,,6.59,none,payg
EB-VIE-002893,AT,Vienna,302,279,2025-01-27 16:11:37+00:00,2025-01-27 16:20:37+00:00,9,1.32,electric,22.0,16.0,2.04,none,standard
EB-ATH-000072,GR,Athens,478,496,2024-12-15 18:45:47+00:00,2024-12-15 19:23:47+00:00,38,2.14,electric,93.0,51.0,11.15,none,payg
EB-PRG-003925,CZ,Prague,434,615,2025-07-13 01:41:00+00:00,2025-07-13 01:49:00+00:00,8,0.3,electric,54.0,48.0,1.85,none,payg
